694.33915777 14.82137307 -6.50665426 -12.88179782 8.32574266 -6.32500778 -15.31529501 -23.53873915 -15.39210494 18.06974144 -9.86744945 -17.19107681 -17.32469884 -8.26532176 13.51490733 5.96857211 13.82002102 -3.73753597 -20.42599338 28.06785091 -11.44494637 -6.61820398 -19.05358097 -4.88860535 -9.26895077 -7.44681554 3.26114395 4.69972018 -14.29793781
14.82137307 904.31179473 3.66968864 5.64454244 -26.10908757 -11.38308564 -23.83806603 -36.07272464 3.42325022 -46.81538171 -2.72056087 6.32052416 -5.15375569 7.48830209 -10.48893455 1.72822629 -27.28272747 6.25441602 2.87821545 11.62006531 -5.31668301 14.98771616 -16.96317679 -17.94703971 -7.64301388 5.00387309 1.78926175 11.12118504 1.94285906
-6.50665426 3.66968864 1222.14579813 -8.30512683 25.59629939 -3.56420819 -64.04290525 31.53643667 -28.70930931 -25.26505701 28.32065969 12.10990262 21.00612569 -39.15753110 9.41469980 41.70309745 31.77096696 -0.12140141 -26.19753042 13.57436471 29.24516565 -10.52629308 -19.18768883 25.18268963 12.82537034 -3.56880486 -22.18738986 2.62515455 -4.42396907
-12.88179782 5.64454244 -8.30512683 2299.13939878 9.05953824 213.33463082 9.26477701 10.40639257 -57.54541722 -30.22207889 15.82083946 -66.76262218 -6.09745884 -5.97967350 27.03608961 -9.33914852 -37.25527736 -6.33914733 53.67354610 -20.14563479 -47.99186087 -13.20563570 4.50795431 13.97538239 -10.21315541 3.60912860 22.01794489 8.17121521 -5.99898948
8.32574266 -26.10908757 25.59629939 9.05953824 3962.52329578 -24.83372227 184.47495432 114.71269534 97.11967529 -66.60662437 15.21710710 6.81682488 -5.45116583 -25.48950412 -76.88304403 10.78156270 19.10707609 -72.63767703 42.16072751 2.63978965 -37.66983838 13.39128275 -54.45773436 16.93942125 -9.99090979 7.05915019 19.77392554 -8.72773003 -11.11573261
-6.32500778 -11.38308564 -3.56420819 213.33463082 -24.83372227 5365.22143290 84.04069707 882.48176948 126.04968107 148.00732103 -98.23377898 48.31469228 -19.39973584 99.49276548 7.47110399 184.37891845 137.34724227 46.92302112 64.08854526 113.34684327 139.94886909 9.00911364 79.43174660 -11.19132329 23.64618520 2.25883489 11.17802115 -36.48686297 -16.88001771
-15.31529501 -23.83806603 -64.04290525 9.26477701 184.47495432 84.04069707 8441.32729112 57.18580625 1085.73136517 148.36345190 129.82187113 34.77125201 38.67817536 136.18525596 89.27351591 23.89803419 70.65711047 37.09021914 12.48136904 66.25388435 -12.65242247 70.13503973 -43.37980941 63.32394109 -59.11236139 -9.56381762 11.58063534 5.77857380 47.86528506
-23.53873915 -36.07272464 31.53643667 10.40639257 114.71269534 882.48176948 57.18580625 8386.63767958 210.07398699 1169.21825316 150.39854984 259.52129996 22.38055904 90.02044694 -25.43088957 36.23996271 67.95484588 -70.26166453 81.30664583 -19.37641741 -40.88438504 15.12411193 -22.70382307 -15.87761956 65.67419253 -3.09204219 -25.41940184 7.46750445 -55.23899390
-15.39210494 3.42325022 -28.70930931 -57.54541722 97.11967529 126.04968107 1085.73136517 210.07398699 8201.82453315 141.83684691 1135.92178023 273.71108744 247.53865561 -2.79522741 162.12161821 124.83147965 139.69906375 46.30383546 2.96146036 0.56490922 -23.55140893 -33.15558278 -58.16078209 6.94498262 -7.46276009 18.57202115 20.10824464 48.60815540 32.85169349
18.06974144 -46.81538171 -25.26505701 -30.22207889 -66.60662437 148.00732103 148.36345190 1169.21825316 141.83684691 7265.60196598 120.41238800 1301.26096966 117.60228393 201.61031141 68.00571927 -61.66095077 -3.11329240 17.67806694 66.21578639 -60.85007079 125.91846162 96.23021512 15.58879636 -34.27677824 -75.56109370 -19.05728314 -38.51451823 -6.13544580 -5.54460521
-9.86744945 -2.72056087 28.32065969 15.82083946 15.21710710 -98.23377898 129.82187113 150.39854984 1135.92178023 120.41238800 7258.79420123 99.42309238 1240.59407666 279.61356568 331.22622559 62.10664066 190.52508217 -3.52243673 59.16850795 13.69519906 -45.43283946 12.14349028 63.76119527 2.69780517 25.76501463 19.18578975 -6.35818969 -13.93483229 25.61808592
-17.19107681 6.32052416 12.10990262 -66.76262218 6.81682488 48.31469228 34.77125201 259.52129996 273.71108744 1301.26096966 99.42309238 6905.80785904 41.80846839 1168.41129298 152.28659380 232.23147822 22.27465153 109.86464421 65.90541487 47.99310428 17.04771783 -57.07992868 7.33182267 -31.47059109 -59.73361789 -24.43153849 -50.59823275 21.58409520 -31.66976807
