589.11538435 46.12561774 -18.84914047 -101.90739450 80.05045588 79.01995802 -83.14429673 15.47214770 101.03889983 99.89715567 147.02772347 -11.20658447 197.25740587 -77.77764773 -14.68102207 108.31101089 -130.53966901 69.83988981 -7.53277754 -30.00969947 47.26651113 96.91628602 -52.71341338 -128.48358710 -61.55211317 -16.78349211 26.26016540 37.21898635 5.15595964
46.12561774 1145.71609612 168.97704581 -27.55541849 103.26184355 24.03532401 -46.98287706 224.41991270 -245.98259035 146.05286583 33.92045493 -11.67048039 217.86184876 143.04279610 204.53196545 -102.21240571 79.46464009 -50.33366668 224.24963786 -13.12236079 110.93417924 121.97385029 128.43905846 -17.21216705 47.45075299 -153.90900499 -41.87116110 93.89183332 114.08733877
-18.84914047 168.97704581 1509.60181505 -119.95316763 -89.91876739 -162.90883227 280.17701198 85.15345273 -168.37152311 165.51952597 388.67697046 -71.13516076 37.15200776 191.77527225 -243.57522985 -45.70956996 -267.00383626 42.59491270 121.31282272 -117.16645907 -51.05831555 33.40104630 58.95929830 173.40163021 4.04321453 137.39429316 165.39790260 101.68053140 -141.41316855
-101.90739450 -27.55541849 -119.95316763 3022.75893872 -100.51083003 139.09841646 374.89719001 206.86876606 -260.74731532 53.69426409 -163.43716472 -58.38813232 17.15797645 -230.61385452 256.46085726 271.16671902 -242.61233269 -615.64218238 -139.30857756 7.73055737 -249.07832846 45.03398593 45.96878821 58.55935953 -127.37049048 -249.54824499 111.33546186 22.15524865 60.66474605
80.05045588 103.26184355 -89.91876739 -100.51083003 5977.52431217 -361.63931511 756.39263494 535.28619197 -167.90800719 -355.02909079 -189.71032168 -307.10416743 -89.16930204 -174.30924019 276.80652681 191.89564651 76.22314903 297.16658033 99.68738631 199.37137801 110.97347069 -287.61260047 -70.38770620 0.37951575 64.47004509 -113.40890802 81.29634518 24.32354752 -67.07269951
79.01995802 24.03532401 -162.90883227 139.09841646 -361.63931511 7890.79147797 -21.86851020 1866.99252764 -368.61574535 369.72800381 491.18575694 -195.24523297 575.02679351 310.48135570 473.79720372 918.30149329 105.02976721 -291.84083890 261.47305876 357.43004836 675.59677800 528.34903270 501.11946610 124.04889216 252.72600016 -418.64600185 -47.30023983 -177.99952535 379.62544698
-83.14429673 -46.98287706 280.17701198 374.89719001 756.39263494 -21.86851020 16801.50624735 -776.00379784 2681.85200397 -510.25830204 328.89176384 -1107.12041851 -596.23089446 989.95526082 659.13859493 654.62330734 -15.19253536 -512.17846565 -302.83554848 -865.62837007 -287.82166311 -376.31329627 -19.75404693 1168.83896106 337.34643642 294.35805480 331.38168067 248.66684379 -115.31176039
15.47214770 224.41991270 85.15345273 206.86876606 535.28619197 1866.99252764 -776.00379784 15516.70014853 -1695.35054174 2533.19016072 186.37482242 -408.09404519 159.12063416 -16.94644563 685.82124836 69.78671967 -51.00327668 218.07896348 -418.78581611 164.97265325 94.79373274 347.29064833 327.25659961 136.41049732 -106.72287464 -609.86143759 328.04986704 -137.06163905 168.46811248
101.03889983 -245.98259035 -168.37152311 -260.74731532 -167.90800719 -368.61574535 2681.85200397 -1695.35054174 15312.21880334 -633.23739026 1845.41907640 1186.35653475 482.95673972 -466.53489425 -567.76338806 154.35613868 1187.42844888 -309.28309887 410.50847228 560.33964386 60.11451598 -641.58885744 -144.15704214 -70.82083480 -242.59700405 243.04924534 81.70439970 -25.56927506 -93.55751425
99.89715567 146.05286583 165.51952597 53.69426409 -355.02909079 369.72800381 -510.25830204 2533.19016072 -633.23739026 12831.49339213 18.50086917 1767.00253002 198.69603758 406.16981553 722.21633948 665.49470418 -1388.17407374 796.73642035 -338.79697472 193.96157775 -5.81046956 501.57401658 176.89984514 -102.12219010 236.43905097 -585.16111930 -499.52646373 -8.37516676 516.49261685
147.02772347 33.92045493 388.67697046 -163.43716472 -189.71032168 491.18575694 328.89176384 186.37482242 1845.41907640 18.50086917 13764.91343930 -1399.53235357 2051.39118419 275.08754033 501.04445295 313.99989302 601.55347153 152.16953971 -192.03627994 -284.89685627 410.75594429 -53.10217743 210.02466570 81.14848027 603.55077619 69.90493782 -134.32738012 423.93479931 102.98860112
-11.20658447 -11.67048039 -71.13516076 -58.38813232 -307.10416743 -195.24523297 -1107.12041851 -408.09404519 1186.35653475 1767.00253002 -1399.53235357 12810.10250700 14.81363809 1596.89051883 -539.47988296 221.50781141 -554.73878633 300.08445885 -119.56764755 365.52582592 274.38274341 43.77296681 -316.37329590 -108.83681015 -282.08255774 -141.79165475 -374.15370093 -240.40746283 48.52622832
197.25740587 217.86184876 37.15200776 17.15797645 -89.16930204 575.02679351 -596.23089446 159.12063416 482.95673972 198.69603758 2051.39118419 14.81363809 12173.25309785 -137.19764778 2098.29728137 -61.02311652 -171.50568473 211.97313774 158.35912523 185.41885241 303.17114256 230.40971863 225.97333215 -196.05557589 -233.42595199 44.54727508 623.38431339 500.40138495 -62.82739660
