416.55312803 -8.08715900 -83.89806772 97.30590435 69.08027327 17.59139997 6.40725252 152.49075735 15.48873211 -38.61586001 63.55858115 -182.91033238 50.54275513 163.93927301 75.75731751 -65.06698140 17.11680582 -59.04909448 62.95600455 31.67598011 -14.47710211 26.34947666 15.94049878 11.26413550 -43.10533191 -0.73354774 -14.20046161 -5.16408616
-8.08715900 1021.67659358 42.25503769 -157.99133829 44.22952446 28.93816760 -54.85340320 -74.90803807 -83.38985062 -47.50085127 78.52328914 -74.82211349 -37.55537207 204.24517134 60.23300700 155.86798511 -50.41650270 -54.27885008 9.85153540 -117.25052525 16.15198198 8.31218401 71.59441905 117.49266042 17.81450846 26.85333975 33.87111851 -16.17871409
-83.89806772 42.25503769 1137.93238128 -222.54747119 -56.29670267 -182.46800652 -168.22103443 -60.92654024 -455.31776338 -100.72420109 72.21998947 146.78871163 62.17999577 -114.11577224 -90.97480629 -156.48619083 -59.82270164 66.46334725 -66.65150471 102.55066759 -204.02358315 -16.14740128 91.34766837 77.81513184 57.38160104 -124.15854612 -5.78602775 12.04821212
97.30590435 -157.99133829 -222.54747119 2721.98071002 178.64295504 330.10146915 -146.03614484 209.20504853 -124.98895597 -243.09132306 -278.24512555 -319.28191924 194.05817487 -171.36450928 408.74754182 -196.87796707 -242.78265783 -69.99908058 -133.43212667 -65.36566831 -4.69255215 -51.69733533 58.03173409 71.48144617 -190.27527218 -46.06629601 118.84660854 47.77281296
69.08027327 44.22952446 -56.29670267 178.64295504 3916.44341971 -176.41471620 745.04497366 -40.30059102 4.94523972 238.07349156 -241.32796955 -287.87570832 -369.85841949 52.12132156 -81.64830741 -104.56968528 -531.68197901 16.99509132 175.03783232 31.10163624 126.20256536 -15.46492098 -300.60158994 -118.70106413 -337.13410591 0.44309899 -61.40955354 58.79801060
17.59139997 28.93816760 -182.46800652 330.10146915 -176.41471620 6451.98260912 13.09813439 1183.48523440 589.18488914 383.25998910 137.52647440 -241.65258511 396.42149636 182.74675337 165.96695702 -211.97656097 148.96594887 101.68089151 -296.36915015 -263.66233279 291.12690110 -207.01867805 -25.03588851 -8.98967829 -439.54329023 73.21974161 85.58871765 27.10126723
6.40725252 -54.85340320 -168.22103443 -146.03614484 745.04497366 13.09813439 9713.96430568 108.31819089 540.15103071 1060.97158303 -401.11932556 193.75923197 -432.57188132 533.03961125 247.83344576 342.53605470 -191.71065655 111.07184072 -49.57023075 358.41121460 -205.91811468 192.78285389 -610.92211991 0.53759775 73.69690358 170.74548925 -204.28861090 12.39341433
152.49075735 -74.90803807 -60.92654024 209.20504853 -40.30059102 1183.48523440 108.31819089 11856.40159527 -361.25428388 1873.19891260 -595.21701988 28.03299624 747.10550709 420.64231263 -367.62578557 331.88285248 212.36735911 -78.12244955 137.77757196 281.19652542 -426.53175587 87.99376563 -40.30177534 -156.44943498 334.82557866 -105.43474742 65.25054103 254.20249637
15.48873211 -83.38985062 -455.31776338 -124.98895597 4.94523972 589.18488914 540.15103071 -361.25428388 12629.56770429 -419.01838021 971.86648277 125.24197923 56.97639414 870.21263948 130.29150665 534.48628869 394.66516081 -379.84668931 230.81145931 -116.72490940 -131.36061980 126.60557743 77.34203830 91.81497171 171.51932160 244.53253139 107.16471275 -193.47338844
-38.61586001 -47.50085127 -100.72420109 -243.09132306 238.07349156 383.25998910 1060.97158303 1873.19891260 -419.01838021 9541.64102944 -335.25438910 1742.07454306 648.98404895 6.59785326 -604.21623570 179.90510131 -336.22289459 4.08389959 -115.69321207 24.37827901 112.69490270 329.85250467 -254.82219427 -172.26222032 -0.84590126 180.28406782 -520.47652954 -36.32810088
63.55858115 78.52328914 72.21998947 -278.24512555 -241.32796955 137.52647440 -401.11932556 -595.21701988 971.86648277 -335.25438910 7935.71623662 294.25387187 616.25228739 -31.55278133 535.84560788 -158.87759772 -91.91432125 -224.08542366 -178.75441954 -220.97628504 47.05709514 -327.04324513 312.02102781 58.03199375 -227.37233516 34.35654031 129.38423120 -73.41249188
-182.91033238 -74.82211349 146.78871163 -319.28191924 -287.87570832 -241.65258511 193.75923197 28.03299624 125.24197923 1742.07454306 294.25387187 7815.37184185 623.24834847 1218.14737890 117.65247351 127.39310601 -277.59753032 -400.55366453 -237.96391297 101.36391032 -273.16673706 7.00883042 44.56448989 22.67164903 101.85055870 -114.13915469 12.89881073 52.24826718
50.54275513 -37.55537207 62.17999577 194.05817487 -369.85841949 396.42149636 -432.57188132 747.10550709 56.97639414 648.98404895 616.25228739 623.24834847 7540.27420084 -46.55208927 1700.69211412 -361.47105704 348.55732645 -295.41425661 -488.54565566 72.07578270 -16.98448468 8.13576481 80.46241365 181.32790815 87.04640517 -69.09353969 289.70369898 -123.23560886
163.93927301 204.24517134 -114.11577224 -171.36450928 52.12132156 182.74675337 533.03961125 420.64231263 870.21263948 6.59785326 -31.55278133 1218.14737890 -46.55208927 8172.57558892 267.73280469 991.09858586 438.23987193 585.79010667 -151.42152486 214.25055401 419.23341571 -378.77687656 468.98020405 201.24441864 6.25384354 -109.80110877 67.58716846 222.64686183
