1372.10655762 -131.02239906 -4.02310067 111.78460288 150.54535264 -17.99989876 -79.64038632 -183.75605109 231.43055395 -208.70448181 60.80960040 164.11705696 153.45416501 -65.80277611 239.45244791 91.61452903 -99.84790043 55.72773007 -130.07419446 -152.42611029 14.18082620 -85.15412876 -150.23710546 -31.08307893 -194.03463287 77.96215607 8.67666908 -46.33580881 -91.93146997 -343.42364637 -38.27936528 30.66740471 103.58516976 -455.40267567 -128.35138203 -61.67890721 -194.88028235 -78.45150479 51.18827616 -143.61022896 -43.21021569 -44.14649449 -154.79307861 -130.46041846 -17.12513941 104.32201802 48.02134618 -55.05733899 21.27034446 30.23933802 37.42527382 79.63663132 -59.76375098 13.27066596 60.42465499 5.36269771 -4.90309296 7.18802416 -742.83817217 132.69205282 -14.01804594 -28.76473402 203.94472227 79.50490572 60.82102853 197.64593785 -38.35413121 -2.49493343 98.17254848 -56.50309752 48.38828775 14.77896670 92.57689709 -1.59045241 -56.81186996 52.95838066 63.36762408 85.41627503 -72.55718541 -55.06515590 -68.77910096 34.00502463 31.76765431 -122.44488396 27.17544021 -21.26506735 11.83043840
-131.02239906 3795.02875002 271.70577820 -436.86234008 109.04849419 -461.65947318 354.59473149 -311.62834629 -755.88620028 534.02394750 -665.66053150 329.03509701 92.79467153 232.47261833 -138.33590965 343.75535121 -186.80220930 122.46556462 231.97640262 488.25659045 212.47225787 60.61511765 162.24525619 37.70088544 116.93548784 -328.93600453 12.62075167 -115.01750755 -161.66710158 131.01708223 -1946.15681785 -103.88865980 71.08188973 188.87758026 133.48425528 -215.06112183 51.43355522 320.18579750 -54.86361149 271.17546176 226.93243753 78.02549180 -127.23547896 80.27264366 -395.93258553 79.38983126 2.37450732 -176.79842733 22.51348028 0.33363118 -130.77099116 -1.53936540 -87.19210023 141.84767750 -26.77556272 27.24681871 -10.80219245 -2.94954507 -45.03577255 -1375.23017766 138.40921095 242.81475760 -77.51172599 22.26427479 124.16732505 20.80093217 525.39569109 -410.85919017 -115.08942060 -240.90377619 29.79838977 -316.57042383 -98.17251935 258.50567172 207.10679347 -204.62285662 20.85511040 -17.61269012 29.19786203 26.67401462 113.48681792 -3.44740098 90.75684569 43.47764313 -24.78189143 -61.54717123 -73.96720276
-4.02310067 271.70577820 3357.88786809 -307.96620453 196.01276407 -156.81984249 -405.05937776 240.71966916 185.89149997 149.07737620 470.56711346 114.28799603 809.71442553 23.20109754 -83.16136921 116.32507452 -423.59241601 -13.52965022 -35.99092047 -11.05045326 177.28332877 -93.33935921 228.19030111 32.41005517 22.17922304 106.19624579 41.14115825 -157.84099784 51.12143633 -51.29568654 -160.03334228 -956.07046992 46.70238570 24.96490195 -95.97248632 13.99968023 -372.18711057 10.25980026 -106.09667686 25.01297747 67.55430851 156.05562428 46.22060822 -123.76259359 -146.83959482 107.27063245 -81.60178409 -80.76493237 129.05891169 -7.33660007 -81.50518767 -64.51371566 -46.93858900 20.16544429 -42.48986210 26.11359949 -13.91598859 -39.28136945 -28.08531289 -98.92781048 -1664.04476018 240.32300233 -146.63415646 223.27696579 275.29552268 359.94557660 -87.65434428 -94.73435438 160.00455908 -367.86983764 -80.04556386 -71.57576978 -37.22490987 76.32425309 10.31077567 63.74542021 -98.66875567 -35.94144995 -139.41245788 -63.63433330 160.44806171 84.15204102 45.69045571 9.75110846 -96.31634572 45.05321616 -29.12332724
111.78460288 -436.86234008 -307.96620453 5347.81111322 485.98002989 457.17662678 5.39003009 248.45653910 68.69865472 252.58608566 118.04812829 176.67011692 -444.38424477 -190.34973285 321.37983260 -416.38648738 -90.42378756 -77.37196362 133.44751770 19.49460068 225.16924071 -384.53339159 -208.56686607 -128.85689822 -214.62190225 -31.31846127 -113.05352959 -76.50978498 72.89205427 -147.09977398 417.57784588 -109.00328681 -1326.50179772 -514.97444565 -372.44172846 -518.27492771 156.25275541 -38.05077625 -335.32091274 186.80486457 -145.60987072 -42.59103892 40.88423979 152.33873836 -160.29901643 78.20901053 -54.64354089 155.15521604 3.37905490 -7.02410074 13.72498165 269.28508124 118.70772332 -102.18267933 133.67042983 -64.64463697 -50.62227313 -91.38139959 -90.14542768 -63.29946962 238.77510746 -1264.11961419 295.89628926 -19.07654267 -117.46872470 -13.86553776 -271.42147974 312.22760498 -171.77672089 -66.04442688 232.79487186 -22.96608260 -320.67781710 -40.43611367 -48.35058164 -198.39293351 -39.61044766 -47.81118972 132.31224229 -54.66168305 64.15742072 79.65910430 182.63464393 -116.39543604 50.43431579 -100.32132464 127.21874273
150.54535264 109.04849419 196.01276407 485.98002989 7289.71141766 -286.87873554 672.07067513 966.51982394 -301.21550986 188.74778580 -1084.18683919 15.98225918 -318.52485668 -335.25870639 -701.42415468 111.79696242 -124.62513555 -27.07612900 -127.14403439 130.83706374 -98.56007869 -113.77392113 -132.40482683 104.58445070 37.38236093 55.17897153 15.31261816 -9.39849616 -163.54877986 -144.37836101 109.88996241 -174.02513257 -268.63251866 -2183.49608087 -419.05659838 -448.52303009 -460.77768443 -192.68927467 198.21176738 -428.22824000 -112.34340443 227.61699077 53.21462294 -86.50121771 -58.29829440 165.21731043 -104.24676812 -56.55500448 6.06236269 107.36299156 111.04906454 -55.19179112 14.32081217 37.58581799 91.81918410 -48.20490711 20.24754832 -27.29061998 259.45185144 -287.28826581 -25.45408593 348.04036538 -1576.18963601 67.72285163 473.97499627 -169.47398218 155.20330868 -422.04220844 -68.13498252 301.48733073 165.45100922 -144.57780930 -154.23214107 182.69710813 -245.68843846 -85.96561002 90.12025381 -116.65522710 -111.24603514 -161.46235265 198.55132219 95.05089904 211.04015796 153.34327914 -1.68237498 -84.14644319 57.02794198
-17.99989876 -461.65947318 -156.81984249 457.17662678 -286.87873554 9511.95960602 72.91617759 1415.62647592 442.88996323 159.91741928 -29.87079241 -215.33885071 277.79857684 255.89732629 -492.41283974 288.76843061 -87.13511756 -293.21761529 534.51539996 504.70151543 265.12278627 384.92824969 119.21653521 96.59131471 -280.72771091 -113.14726439 -125.31132904 151.73681046 392.77807831 -190.38364268 399.37647839 366.83283721 -290.23774481 107.52471807 -981.16259030 -182.83198073 -281.83530725 218.86919063 100.90860334 -306.53801457 -278.71716858 -49.93894000 203.64530767 -69.21041332 214.83244801 -160.91814374 22.22749840 145.71036570 -80.28925364 -110.75421769 36.42918427 -62.26878468 53.56175541 -66.99700530 -83.69260157 -64.86506971 -27.59144748 88.50596375 -188.78006608 46.23830869 -139.38228372 -163.42950298 163.56192476 -1395.98697225 261.16162612 -98.07376162 -204.95939488 178.79780206 -365.90811290 -188.48985498 -89.06690337 -20.36198337 -102.35832236 -295.85371779 -181.31607177 -148.11868685 -90.55780743 -53.78056863 187.77805218 176.03124208 90.29803115 -234.21929027 10.01571946 -93.15405649 54.95890327 29.19949622 -110.83840620
-79.64038632 354.59473149 -405.05937776 5.39003009 672.07067513 72.91617759 17630.46635035 1490.48136915 1828.73013674 691.51293013 -655.41088292 -1021.96155705 -125.95773440 -591.38423397 590.18427799 750.13001852 61.88465709 500.65174254 -690.83549231 30.66131394 -843.90358786 373.26120192 528.98668497 1045.55208134 211.80720172 -32.38753461 -43.56780349 506.15616137 -215.80054346 -106.71953333 -110.65901994 -344.82522547 31.80849859 -348.78003731 219.37075724 -1193.19339187 55.14476385 -593.09756590 -254.87969515 380.82792760 -290.77268699 -144.02132483 148.33526588 309.28247816 173.74156543 -124.34100873 144.65691121 331.00491724 8.62095533 280.21241457 419.31770024 290.10499882 -21.70974661 87.80182065 142.18107761 112.48327989 -118.59114575 99.19108087 178.26873892 -377.34139412 846.91058304 219.69060502 -188.63531718 -453.44298287 -1887.21220120 -641.36245613 255.28645617 -123.41562163 -309.57042872 291.72488036 3.49234824 -163.85906244 497.16599907 -425.20709423 187.52264817 -526.78295630 27.57404628 216.87341261 27.55940226 -258.19632376 117.87950068 -217.18038563 -19.23871422 127.29955570 191.26970891 -100.74427784 -12.72058427
-183.75605109 -311.62834629 240.71966916 248.45653910 966.51982394 1415.62647592 1490.48136915 19005.67730533 -551.06518622 3227.09427941 -218.48137773 352.82427642 -168.00498296 -274.71151565 -274.56872637 210.88802352 -1377.20224212 285.34789319 -231.74332602 -14.27938172 -521.87315438 23.61478186 -166.45830647 229.61086218 131.11999195 -202.14701193 -343.72507450 -362.56677248 -240.43214242 172.24082347 782.34054838 -465.19707546 -337.09250653 -459.77886371 1172.40864577 -308.01949402 -1179.03903445 268.80311943 -44.54610021 -102.69542914 -374.03473494 103.04087141 200.29778669 534.45553071 148.73868074 -6.13475921 -236.71658857 103.33453029 -48.93212040 -515.52033789 -89.47438196 -310.66114349 214.65131257 175.72830400 -164.29965423 -152.80231762 -53.62662923 9.91011634 259.11952052 -592.39215223 -454.73977910 238.57869029 303.62044541 -1196.49702162 -133.86328175 -1779.76777542 434.66638889 -111.30390664 -260.47574462 119.79386934 -451.86448936 -12.56533032 28.69392955 -145.88090089 115.05456968 44.15449946 136.68308429 101.18538804 -381.09756685 -69.39140388 99.08913469 -123.90928023 -28.41292669 42.93602806 -162.50459696 80.96769701 -116.98643548
231.43055395 -755.88620028 185.89149997 68.69865472 -301.21550986 442.88996323 1828.73013674 -551.06518622 17673.85264855 -76.56087471 3137.21538393 82.49425021 369.81434332 -273.81989274 -810.96115317 282.99618452 85.89706196 -1176.80996899 109.26107235 258.41298968 319.65958714 -32.38251101 590.01853902 69.93427922 -32.18696642 119.65766906 339.53804037 -475.14237887 219.91943616 180.32315654 -283.91685952 -202.52773400 572.56761618 -94.00581660 457.39973439 -172.24598972 -102.54631591 -1456.47754113 -308.58224469 143.14241531 -320.11481626 8.25433705 -68.55200437 -163.23047481 116.22832631 -462.28503688 240.72868804 127.36264999 323.64522113 165.40043350 436.76035656 153.41955102 24.21389324 -144.04780207 260.51755606 33.27256152 -126.18598450 85.37117256 -459.52962700 834.95600789 -425.97488249 -688.38781893 516.65520552 -181.76904805 252.94210158 -382.49975085 -1718.50350364 -528.08566446 163.41830230 -842.13798547 -609.39494421 143.67128896 196.80163586 -301.65692784 560.87626903 -101.50821938 -156.68473310 -61.28876518 -388.24473974 -395.84930314 107.80248029 7.01245601 -42.76019524 64.26614196 -72.07773103 -245.89377295 -87.83073879
-208.70448181 534.02394750 149.07737620 252.58608566 188.74778580 159.91741928 691.51293013 3227.09427941 -76.56087471 13267.35268017 -1003.04797793 2641.67743856 -552.92611703 606.31668041 13.21766455 251.60576991 -943.87527636 1154.59959489 582.51571334 653.65875916 482.24549324 566.31716482 231.04353159 506.02031716 -32.98205504 -86.27510337 -270.89907307 -440.66029935 403.94720441 -150.13353650 51.21922005 157.11910410 103.69794719 607.89093393 669.69964391 204.14560350 -123.53291770 -644.49052139 -524.01648588 301.39967602 -434.69310893 109.88322180 20.19373796 248.56781846 -210.15860200 -203.96380439 45.83729375 -267.91285937 -82.43616551 212.68377948 30.12996905 139.24585838 -51.49982581 -47.01540529 24.97720104 -88.56031265 -118.33076207 -128.41738416 337.83085006 -251.48453486 -906.99530678 -7.73764620 -507.08174954 -2.63539975 -138.39895448 -47.93465376 574.43612778 -1263.88906436 190.92126625 -165.62125695 -97.70808187 84.52352024 -243.73303457 105.41335062 -67.14471795 -133.11188331 105.17761003 -66.39477231 -378.21595163 -57.22299715 -52.72732248 -54.90395455 -57.29018285 -109.30250943 -75.94553618 51.29770529 -14.50127869
