1.787021407679155374e-03 -7.968061073220193550e-05 3.918645727191709578e-05 6.255113866450842848e-05 -2.667035263183729828e-05 -1.856986138820964318e-05 4.860516509424287219e-06 3.007236709010769442e-06 -1.362635816198272577e-05 -1.262792084594441797e-05 -1.675583737419277029e-05 3.915005050385189185e-06 -1.911017872407021640e-05 1.406271723687625167e-05 7.541060946100229508e-06 -2.747581921106345031e-05 2.753366870934105296e-05 -5.248957792279795573e-06 1.057493621682695260e-05 2.559468505060502093e-05 -1.884708655793931780e-05 -4.661060944376790166e-05 2.402605626298942869e-05 7.034070433958296233e-05 5.087067386463307910e-05 -1.386830341384686126e-05 -3.127329902646713161e-05 -1.941541806829730641e-05 1.048945773451495905e-03 1.695118668957431280e-05 1.723341453162831837e-05 6.820190315042538398e-05 8.903381378616424162e-06 7.595689984573839469e-06 -1.911375343489312014e-05 -3.800165832339093578e-05 1.109650395299013738e-06 9.941850143482748361e-06 1.260508003057038056e-05 6.177345539021154906e-05 5.903709864131738807e-05 -2.699459353130922060e-05 -3.198668670227397040e-06 4.838577100187128633e-05 8.336463048975572415e-05 -2.599137779832717750e-05 4.842057183480255979e-05 8.899474183617282178e-05 -2.701227618584109866e-05 -7.142066294606393454e-05 3.963612762205140675e-05 2.272499550273316980e-05 -4.555698579722302572e-06 1.210471793697096184e-04 4.076254995410109205e-05 3.003114625212102236e-06
-7.968061073220193550e-05 9.440684486128603486e-04 -1.188537325120225645e-04 5.814301477818696018e-06 -1.610751926741428133e-05 9.962654032862208004e-06 6.393862832079191390e-07 -1.015590211011604083e-05 1.066856057989069078e-05 4.467996352350558285e-07 6.274676196385083075e-06 -1.035093364257703752e-06 -1.444776880946931619e-05 -9.800112799268316256e-06 -1.724102661664409631e-05 1.399713446730016051e-05 -1.060876700862458657e-05 1.068589769854805526e-05 -3.519790052768073375e-05 5.242262170731381155e-06 -9.391597996587291921e-06 -1.947498449527372894e-05 -2.921737202864319421e-05 -1.453987866633452531e-06 -1.831813951905085321e-05 6.438271073601808860e-05 4.884454066361567298e-05 -5.041664731608711854e-05 -1.201859085997226430e-04 6.851550987175685252e-04 -8.415049890291222709e-05 2.634569293956418401e-05 -3.203078223630862869e-05 -4.579424508644801235e-05 1.436827045531718442e-05 -3.048867636635190071e-06 2.345916457021036806e-05 -3.172636056812470879e-06 -3.394307021978106346e-05 -3.640091991711940544e-05 -5.770581938156495885e-06 -2.629331935569377961e-05 3.373083059874038057e-06 2.212673317576319533e-05 4.179031129147940107e-05 5.523639176348005942e-05 2.707723783332507435e-05 5.992029114014772511e-05 1.219119019553447309e-05 -1.437350409264072507e-05 1.408927952023886771e-05 -8.095432127506378104e-06 1.402292594439814508e-04 -4.603848344052999426e-05 -1.149382176545934219e-06 6.480363733492273821e-06
3.918645727191709578e-05 -1.188537325120225645e-04 7.238958682448205567e-04 2.781376639036057667e-05 1.232146240564369379e-05 1.030674616597235190e-05 -1.062906671784262656e-05 -2.880713642235534817e-06 9.993208371008921237e-06 -1.362670821502636237e-05 -2.468410249765012719e-05 1.712584222900504300e-06 3.165194270504498289e-06 -1.261533433179662799e-05 2.084348082560567324e-05 3.599075557008509440e-06 2.220894558657275528e-05 -6.038709933025910548e-06 -1.426976355495468986e-05 1.116413091206788025e-05 1.431483127388576605e-05 -4.795102270687772144e-06 -1.237834243191706817e-05 -2.898566246667827619e-05 2.166999502357145024e-05 -3.957008374462723583e-05 -6.167904107402370241e-05 -1.389592951942358450e-05 4.927191170083654634e-05 -9.707752133197157616e-05 5.897299581913700980e-04 -2.229677517399830897e-05 -1.058331308340143526e-05 -1.344448036875786613e-07 -2.424848897198359575e-05 1.881485623411083798e-05 -1.241120156643826060e-05 1.066298146581136038e-05 -1.947457873557633849e-05 1.791650162951044089e-05 4.919783529610712031e-05 9.670867529642045333e-06 1.116743288301598263e-05 -1.999327458611440493e-05 -3.047790221439311626e-05 -5.007116879724534173e-05 -1.683251835406155862e-05 2.280615471107007504e-06 9.648903952108614187e-05 -5.190483421642039203e-05 7.116503075736510693e-05 -2.217058121715669507e-05 -1.041102377551407341e-04 -7.354338420628881042e-05 -4.891820356326805693e-05 -2.659122661265817003e-05
6.255113866450842848e-05 5.814301477818696018e-06 2.781376639036057667e-05 3.532552616081377863e-04 6.658384188935838728e-06 -1.626665596724092632e-06 -8.760710606198503412e-06 -2.506141674494962648e-06 7.554215622239433924e-06 -3.012958762312174956e-07 1.439719199940627107e-08 -1.443240175756738968e-06 7.597702969949283360e-07 9.922321700023208920e-06 -1.035693304652175082e-05 -1.850443187909919215e-05 8.915937660388846011e-06 3.093059789786003686e-05 1.733747447458056651e-06 -9.456091445578735440e-06 2.061181193289187766e-05 1.014844185741883641e-06 -1.286728668008030507e-05 -3.269754339738947391e-06 3.080658330638843677e-05 2.862947562200929952e-05 -1.677830350614706838e-05 -1.406290775458514860e-05 3.309833299704228104e-05 -5.530213550957116135e-06 3.363071631474819377e-05 2.286681850673921430e-04 -2.769088314737233475e-05 3.515834392304169215e-06 7.844947382288498772e-06 -6.596628425943171783e-06 -1.523748081195010264e-05 4.476749926593963118e-06 8.596391004857354421e-06 -4.275751379496666154e-07 2.393649286884319021e-05 -1.832218097934126981e-05 -6.440112281581247082e-06 2.411934862763925231e-06 -5.998793790843791969e-06 -1.144285882991003590e-05 1.689342253458244920e-05 -2.269987583675039171e-05 -1.337505008132289461e-05 -2.300524303523818220e-05 -8.958583261479615708e-06 -1.362140255810351071e-05 2.769808679639504086e-05 2.749988888215501045e-05 3.239175221797145978e-05 -2.116880022759734093e-06
-2.667035263183729828e-05 -1.610751926741428133e-05 1.232146240564369379e-05 6.658384188935838728e-06 1.738020109602274365e-04 1.056325825001203306e-05 -9.150676530592073170e-06 -8.033794907514563524e-06 3.655104562689316456e-06 6.203970804903491707e-06 2.388191799102909276e-06 2.074348509824735950e-06 1.162127420893837026e-06 4.550826015128029603e-06 -4.021478506595930998e-06 -5.579279200828238164e-06 -3.071683331729152166e-07 -5.130977563627673978e-06 -3.148801439285010981e-06 -9.828678850799366757e-06 -3.717115518181814056e-06 1.520882573441259435e-05 5.714328299856424770e-06 -6.074959095053754216e-07 -9.003061398991002483e-06 1.022775549014364561e-05 -2.373717258116222617e-06 -2.267460742119219035e-06 -2.911346791930447891e-06 -1.973150398632406014e-05 3.738072849844735290e-06 4.449768098714114258e-06 8.745697246917351775e-05 1.019901116450415098e-05 -7.404169095501999581e-06 1.700618513385933936e-07 7.208080521513717468e-06 6.827123409249601904e-06 6.295228602739978658e-06 -1.061323181297271239e-05 1.988179068397619037e-06 -1.093353558446500576e-06 -1.581846867329815857e-05 1.470859497296933186e-05 -4.734201791821914780e-06 -1.656731466951444538e-06 1.507121629468168262e-05 -8.135425891885764450e-06 -3.466956975460035772e-06 1.761672452281767907e-05 3.156276989590173197e-06 -1.474698772940314815e-05 9.316197666648508389e-06 -1.459309705400153969e-05 -1.585064096640426010e-05 6.233280599885774041e-08
-1.856986138820964318e-05 9.962654032862208004e-06 1.030674616597235190e-05 -1.626665596724092632e-06 1.056325825001203306e-05 1.405765442991877023e-04 -1.843296770636957478e-06 -1.639549923196511553e-05 2.299532911429017764e-06 2.724691156618511968e-06 -2.674811862417825933e-06 1.733982554812897169e-06 -6.377513126115650385e-06 -1.274230666121584462e-06 -2.712217994751126688e-06 -1.499015241253296311e-05 -1.131397811365996061e-07 9.647296132630460910e-06 -7.164398639259740327e-06 -7.764661389929862582e-06 -1.456319855089066679e-05 -1.218914891651770558e-05 -1.004416907555813548e-05 -5.240292004814291569e-06 -1.271592040831818116e-05 1.785097060074499251e-05 1.454188203235277196e-05 6.879123120154508903e-06 2.567914473104259906e-06 1.313737410623708757e-05 9.121911549661349913e-06 -1.666389721681351107e-06 -7.378642622311592707e-06 6.380322937333010212e-05 1.491058092415204142e-06 -6.622765705429732783e-06 2.067698360863846657e-06 -7.165005139834419055e-06 3.589915897563841980e-06 5.286832106466915196e-06 3.921082779301476740e-06 -7.409648231090481232e-06 7.533481966852021940e-06 8.891205584102676091e-06 -1.273555294118242205e-05 1.572957357087754199e-05 -7.805079392554761501e-06 -7.221051233461099125e-06 5.084323995593230194e-06 8.267605411157287755e-06 -2.878941095144401174e-05 2.771672943795490011e-05 1.124391877298335353e-05 -3.532791845505586087e-05 -2.877905888196186405e-05 -2.404524766760065901e-05
4.860516509424287219e-06 6.393862832079191390e-07 -1.062906671784262656e-05 -8.760710606198503412e-06 -9.150676530592073170e-06 -1.843296770636957478e-06 6.656042606945028288e-05 2.805888376946778144e-06 -1.348535317693541413e-05 5.729490472952982270e-07 1.293343923476272388e-06 6.443179482180194714e-06 4.084185256164112305e-06 -6.077244898739487763e-06 -4.628928245447490601e-06 -3.926405152413657283e-06 1.440666926702288902e-06 4.418381574477589827e-08 1.903168108006539922e-06 1.069697204938715670e-05 4.519920065281800200e-06 1.785800743477935758e-06 1.104844225143740868e-06 -2.283514025411881567e-05 -5.726930010354265158e-06 -1.749827812909741387e-06 -6.979521917453473102e-06 -7.875731831509401161e-06 -5.231754060698511057e-06 1.934672136605779347e-06 -1.512102748515923903e-05 -3.367951431702277434e-06 -4.415262313971152792e-06 3.455969784071844176e-06 3.358862412944767250e-05 -4.084702995781084656e-06 -7.402691008743110335e-06 -1.363991430124646430e-06 7.444231144544663490e-06 3.641660915135300805e-06 2.894457731283969139e-06 -1.838109569668071732e-06 -8.172249696460359166e-06 -1.200230199667386076e-06 2.437433005386385015e-06 -9.382351599862256272e-06 -7.786960795475583933e-06 2.002019616597373186e-05 -1.243162967402370208e-05 -4.622058054772872525e-06 -6.793421547204272544e-06 3.052718677018618441e-05 -8.024849962999210454e-06 9.517840220710749956e-06 2.002730113902854891e-05 -1.016614115721810512e-05
3.007236709010769442e-06 -1.015590211011604083e-05 -2.880713642235534817e-06 -2.506141674494962648e-06 -8.033794907514563524e-06 -1.639549923196511553e-05 2.805888376946778144e-06 7.120951219548948775e-05 5.975934305617249918e-06 -1.419498884630659376e-05 -1.798163277212796360e-06 2.900807653431704691e-06 1.526788496579102158e-06 -2.399721381446263998e-07 -2.787145442523726244e-06 3.053090058858209735e-06 -2.514580692382352238e-06 -1.267755536343919329e-06 5.857749477994550996e-06 -2.094050817851656251e-07 1.335322140503385754e-06 -1.013647399662766715e-07 -3.886279155006851062e-06 -3.424127034930737998e-06 1.107771992643512285e-05 8.141489326215698135e-06 -1.534982760302656068e-05 5.037702528912923558e-06 -1.993326373639094294e-06 -1.619739390442938306e-05 -1.099604034599658463e-05 1.634441050544194330e-06 -5.451335261299124514e-07 -3.465800659849485406e-06 4.455728174989662592e-06 3.697630092850105759e-05 1.342895559830453943e-05 -2.205302418438371278e-06 -1.511280209617983308e-06 1.335307849530388463e-06 -6.766159811215441687e-06 -1.339031498129251051e-05 -7.070349198658916083e-06 -4.563593421037194467e-06 -2.549384520527356639e-06 -2.280456659220591974e-05 -1.919619487502052387e-06 -2.299942014457462947e-06 -1.677553702458246834e-05 8.279889093085905500e-06 2.075424950193999413e-05 1.919010901820817844e-05 7.669093709940447896e-06 -1.806694078500744268e-05 -6.787508562900979794e-06 -4.692578385472462717e-06
-1.362635816198272577e-05 1.066856057989069078e-05 9.993208371008921237e-06 7.554215622239433924e-06 3.655104562689316456e-06 2.299532911429017764e-06 -1.348535317693541413e-05 5.975934305617249918e-06 7.338676598360193727e-05 7.845777834340702459e-07 -1.098822035775868247e-05 -9.419684395419010293e-06 -2.373167047423401697e-06 5.131415446737243109e-06 4.106388358108105643e-06 -1.655310262290146069e-06 -7.876014957846337960e-06 5.866351006806599625e-06 -2.494807736751268173e-06 -1.318874692181762723e-05 5.896580141479389592e-07 1.155682184863769012e-05 2.355379173434355349e-07 4.969892799434861082e-06 6.859912351856203535e-06 -1.986476838355980421e-06 -5.029967838946082149e-06 2.318650262724473762e-06 -1.563965167289289848e-05 4.853812333867187002e-06 1.020523291950670508e-05 2.816671815675883166e-06 4.154611894349038718e-06 -2.783219886688293276e-06 -4.201139437708900627e-06 8.123995184900650087e-06 9.720252435915475184e-06 -1.116707153547094605e-06 2.392758662604156623e-08 -1.051100078019064224e-06 -1.770777599673573309e-06 -1.230964553973004581e-05 1.878724555151009600e-05 -5.626675476935302499e-06 4.217652979302835538e-06 -6.938349865937700269e-06 5.754011096852032166e-08 -6.137927877984948903e-06 8.852654553051904229e-06 -8.148631026897947991e-06 -4.143889388505763672e-06 -8.029782600146410660e-06 -4.183489665206001739e-06 -2.446913612752226139e-05 -1.606361622561207418e-05 1.735695012578858580e-06
-1.262792084594441797e-05 4.467996352350558285e-07 -1.362670821502636237e-05 -3.012958762312174956e-07 6.203970804903491707e-06 2.724691156618511968e-06 5.729490472952982270e-07 -1.419498884630659376e-05 7.845777834340702459e-07 8.808908900384498735e-05 3.944566065704582900e-07 -1.173208737765961095e-05 -9.835349165030372091e-07 1.466141968245968008e-06 -6.779422726189593405e-06 -6.537941817210475066e-06 1.118929552406860800e-05 -6.605689598847412296e-06 -1.188679473967970533e-06 1.217164754827589956e-06 8.900748370055154009e-07 -5.883243151735654249e-06 -3.875830059755068145e-06 -3.371371075120937804e-07 -1.155805116384370359e-05 1.537911251832896022e-05 2.437051154488552066e-05 -5.690939580678777491e-06 3.831606120414989443e-06 1.556954894435597772e-05 1.010751106469003212e-06 6.683505841410146010e-07 -5.722441167808073229e-06 7.625155025914843097e-06 1.004240588595315839e-06 -6.603030647924686418e-06 -2.255218983704481071e-06 -2.865754787149848754e-06 9.556481636452023989e-06 6.935369737047739554e-07 -5.029232295894800527e-07 1.314217138087968361e-06 -2.054600515312709797e-06 -1.699173403443477596e-06 -6.325870497050031578e-06 1.343476216733384721e-05 1.737410838730195820e-05 -2.051375143623683763e-05 3.199620969615500489e-07 -4.819837792755650457e-07 2.938981448200497212e-05 -1.799726711184115735e-05 -1.958280425462087803e-05 -1.616755876602601888e-05 -2.849536393241609137e-05 1.720904825898717311e-05
